"sku","ps_url","cost","supplier"
"MA013","accesoires/463-masque-loup-en-dentelle.html","8.000000","G2to"
"MA021","accesoires/464-masque-loup-tigre.html","7.000000","G2to"
"MA024","accesoires/465-masque-loup-violet.html","7.000000","G2to"
"MA025","accesoires/466-masque-loup.html","8.000000","G2to"
"MA026","accesoires/467-masque-loup-voile-dentelle.html","8.000000","G2to"
"MA027","accesoires/469-masque-loup-argent.html","7.000000","G2to"
"MA027","home/468-masque-loup-argent.html","7.000000","G2to"
"MA11701whttu","accesoires/524-masque-blanc-de-venise.html","8.900000","Silamoda"
"MA11733","accesoires/533-loup-venitien-blanc-a-plume-deco-argentee.html","8.850000","Silamoda"
"MA11774blktu","accesoires/528-masque-a-plumes-noir-extravagant-.html","8.900000","Silamoda"
"MA11775","accesoires/532-loup-rigide-de-venise.html","7.600000","Silamoda"
"MA11777silvtu","accesoires/527-masque-de-venise-rigide-argente.html","7.950000","Silamoda"
"MA11778blktu","accesoires/525-loup-rigide-noir-et-or.html","7.950000","Silamoda"
"MA12306blktu","accesoires/529-masque-felin-deco-brocart.html","10.600000","Silamoda"
"MA12307blktu","accesoires/531-loup-venitien-noir-a-plumes.html","9.900000","Silamoda"
"MA12628martu","accesoires/522-masque-antique.html","8.990000","Silamoda"
"MA12632blktu","accesoires/523-loup-noir-dentelle-florale.html","7.000000","Silamoda"
"NULL","costume-/265-costume-ecoliere.html","17.900000","Starnet"
"NULL","home/7-ipod-touch.html","200.000000",
"NULL","home/9-ecouteurs-a-isolation-sonore-shure-se210.html","0.000000",
"NULL","pussycat/330-costume-leopard.html","41.470000","Starnet"
"OB1078","costume-/203-bunny-set-costume-.html","14.650000","Starnet"
"OB1079","costume-/204-bunny-suit-costume.html","19.380000","Starnet"
"OB1106","costume-/205-costume-serveuse-deguisement-adulte.html","17.730000","Starnet"
"OB1122","costume-/206-costume-de-gouvernante-deguisement-adulte.html","16.070000","Starnet"
"OB1124","costume-/207-costume-diablesse-en-vinyl-rouge-deguisement-adulte.html","22.060000","Starnet"
"OB1140","costume-/298-costume-d-infirmiere.html","25.610000","Starnet"
"ob1142","costume-/299-costume-d-infirmiere-avec-stethoscope.html","27.570000","Starnet"
"ob1144","costume-/300-costume-d-infirmiere.html","21.750000","Starnet"
"ob1145","costume-/301-costume-d-infirmiere-avec-stethoscope.html","25.050000","Starnet"
"OB1158","costume-/208-costume-gangster.html","17.730000","Starnet"
"ob1160","costume-/285-costume-de-geisha.html","29.550000","Starnet"
"OB1160","costume-/582-robe-geisha.html","29.550000","Starnet"
"OB1166","costume-/262-costume-heidi.html","21.270000","Starnet"
"OB1167","costume-/209-costume-domestique-deguisement-adulte.html","22.850000","Starnet"
"OB1181","costume-/210-juicy-officegirl.html","21.880000","Starnet"
"OB1182","costume-/211-costume-d-ecoliere-deguisement-adulte.html","17.490000","Starnet"
"OB1247","costume-/212-costume-femme-de-menage-deguisement-adulte.html","20.880000","Starnet"
"OB1262","costume-/302-naughty-nurse-costume.html","20.880000","Starnet"
"OB1263","costume-/303-naughty-nurse-costume.html","18.430000","Starnet"
"OB1285","costume-/213-costume-pussycat.html","27.570000","Starnet"
"OB1290","costume-/162-costume-marin.html","27.770000","Starnet"
"OB1295","costume-/214-costume-secretaire.html","20.490000","Starnet"
"OB1313","costume-/215-stewardess.html","19.380000","Starnet"
"OB1321","costume-/216-waitress.html","17.020000","Starnet"
"OB1332","costume-/274-costume-cowgirl.html","38.140000","Starnet"
"OB1334","costume-/275-mexicana-costume.html","32.340000","Starnet"
"OB1338","costume-/163-soldat-bikini-costume-deguisement-adulte.html","13.390000","Starnet"
"OB1339","costume-/164-robe-costume-soldat-deguisement-adulte.html","18.510000","Starnet"
"OB1340","costume-/165-costume-soldate-deguisement-adulte.html","19.310000","Starnet"
"OB1360","costume-/336-corset-lapin.html","28.370000","Starnet"
"OB1365","costume-/166-costume-marine.html","24.430000","Starnet"
"OB1367","costume-/362-costume-de-pirate.html","29.940000","Starnet"
"Ob1397","costume-/217-servanta-costume.html","20.480000","Starnet"
"OB1405","costume-/402-costume-arbitre.html","15.260000","Starnet"
"OB1421","costume-/448-costume-de-maitresse-d-ecole.html","19.310000","Starnet"
"OB1477","costume-/603-deguisement-pour-adulte-lapine-sexy.html","21.420000","Starnet"
"OB1478","costume-/602-deguisement-pour-adulte-blanche-neige-sexy.html","33.420000",
"PA0106","costume-/383-costume-de-serveuse.html","20.910000","Starnet"
"PA0245","costume-/232-bunny-passion-costume-lingerie.html","14.080000","Starnet"
"PA0248","costume-/264-costume-cheerleader.html","20.910000","Starnet"
"PA0276","costume-/266--costume-lolita-daniela.html","17.830000","Starnet"
"Pa0284","costume-/267-costume-ecoliere-karolina.html","17.830000","Starnet"
"PA0296","costume-/337-pussy-mouse-costume.html","19.600000","Starnet"
"PA0301","costume-/233-widow-costume-bonne-soeur.html","19.070000","Starnet"
"PA0332","costume-/384-sarita-maid-sweety-ensemble.html","13.890000","Starnet"
"PA0338","costume-/385-maid-beauty-costume.html","13.430000","Starnet"
"PA0339","costume-/386-maid-dreamy-costume.html","13.890000","Starnet"
"PA0340","costume-/387-maid-lovely-costume.html","11.680000","Starnet"
"Pocahontas OB078 ","costume-/406-indienne-pocahontas.html","24.950000","Silamoda"
"Police corset  OB1428","costume-/485-costume-de-policiere-sexy-en-guepiere.html","39.450000","Silamoda"
"Prisoner","costume-/486-costume-prisonniere-sexy.html","27.820000","Silamoda"
"r116","costume-/543-kimono-rose-et-noir-.html","12.900000","Chantefeuille"
"r117","costume-/544-kimono-sexy-.html","12.900000","Chantefeuille"
"r70","costume-/541-kimono-sexy-rose.html","12.900000","Chantefeuille"
"r72","costume-/542-kimono-sexy-leopard-.html","12.900000","Chantefeuille"
"RU025","costume-/52-costume-femme-de-menage.html","12.750000","G2to"
"RU044","costume-/96-costume-ecoliere.html","10.950000","G2to"
"Santa Girl BN056","costume-/452-robe-de-noel-avec-ceinture-et-bonnet.html","11.920000","Silamoda"
"TSS Christmas Dress","costume-/550-robe-rayee-dos-nu-de-mere-noel-avec-chapeau-et-string.html","18.950000","Silamoda"
"TSS Christmas Gift","costume-/539-robe-mere-de-noel-bordeaux.html","19.950000","Silamoda"
"TSS Christmas surprise","costume-/549-bolero-capuche-avec-shorty-de-noel.html","18.950000","Silamoda"
"ZT8156","costume-/119-costume-bandit.html","16.590000","G2to"
"ZT8763","costume-/605-costume-lapin-deguisement-pour-adulte.html","22.560000","G2to"
