"active";"category_name";"reference";"name";"color";"description";"price";"quantity";"picture_link"
1;"Maillots de bain";"leo-x005b-48";"Maillot de bain ""Frange"" bleu";"bleu";"Maillot de bain bandeau ""Frange"" bleu. Bandeau avec 2 rangées de frange, mousse amovible. Se noue dans le dos et tour de cou réglable et amovible. Culotte assorti, se noue sur les côtés. Composition: 85% Polyamide - 15% Elasthane.";"12.00";3;"http://www.chantefeuille.fr/4292-6855-thickbox/maillot-de-bain-frange-bleu.jpg"
1;"Maillots de bain";"leo-x005v-42";"Maillot de bain ""Frange"" vert";"vert";"Maillot de bain bandeau ""Frange"" vert. Bandeau avec 2 rangées de frange, mousse amovible. Se noue dans le dos et tour de cou réglable et amovible. Culotte assorti, se noue sur les côtés. Composition: 85% Polyamide - 15% Elasthane.";"12.00";4;"http://www.chantefeuille.fr/4293-6857-thickbox/maillot-de-bain-frange-vert.jpg"
1;"Maillots de bain";"leo-x005v-44";"Maillot de bain ""Frange"" vert";"vert";"Maillot de bain bandeau ""Frange"" vert. Bandeau avec 2 rangées de frange, mousse amovible. Se noue dans le dos et tour de cou réglable et amovible. Culotte assorti, se noue sur les côtés. Composition: 85% Polyamide - 15% Elasthane.";"12.00";4;"http://www.chantefeuille.fr/4293-6857-thickbox/maillot-de-bain-frange-vert.jpg"
1;"Maillots de bain";"leo-x005v-46";"Maillot de bain ""Frange"" vert";"vert";"Maillot de bain bandeau ""Frange"" vert. Bandeau avec 2 rangées de frange, mousse amovible. Se noue dans le dos et tour de cou réglable et amovible. Culotte assorti, se noue sur les côtés. Composition: 85% Polyamide - 15% Elasthane.";"12.00";5;"http://www.chantefeuille.fr/4293-6857-thickbox/maillot-de-bain-frange-vert.jpg"
1;"Maillots de bain";"leo-x005v-48";"Maillot de bain ""Frange"" vert";"vert";"Maillot de bain bandeau ""Frange"" vert. Bandeau avec 2 rangées de frange, mousse amovible. Se noue dans le dos et tour de cou réglable et amovible. Culotte assorti, se noue sur les côtés. Composition: 85% Polyamide - 15% Elasthane.";"12.00";5;"http://www.chantefeuille.fr/4293-6857-thickbox/maillot-de-bain-frange-vert.jpg"
1;"Maillots de bain";"leo-x006r-42";"Maillot de bain ""Samantha"" rouge";"rouge";"Maillot de bain bandeau ""Samantha"" rouge. Bandeau avec petite fleur agrémenté de perle, fine mousse cousu pour un bon maintien. Se noue dans le dos et tour de cou réglable et amovible. Culotte assorti, se noue sur les côtés. Composition: 85% Polyamide - 15% Elasthane.";"12.00";2;"http://www.chantefeuille.fr/4294-6859-thickbox/maillot-de-bain-samantha-rouge.jpg"
1;"Maillots de bain";"leo-x006r-44";"Maillot de bain ""Samantha"" rouge";"rouge";"Maillot de bain bandeau ""Samantha"" rouge. Bandeau avec petite fleur agrémenté de perle, fine mousse cousu pour un bon maintien. Se noue dans le dos et tour de cou réglable et amovible. Culotte assorti, se noue sur les côtés. Composition: 85% Polyamide - 15% Elasthane.";"12.00";2;"http://www.chantefeuille.fr/4294-6859-thickbox/maillot-de-bain-samantha-rouge.jpg"
1;"Maillots de bain";"leo-x006r-46";"Maillot de bain ""Samantha"" rouge";"rouge";"Maillot de bain bandeau ""Samantha"" rouge. Bandeau avec petite fleur agrémenté de perle, fine mousse cousu pour un bon maintien. Se noue dans le dos et tour de cou réglable et amovible. Culotte assorti, se noue sur les côtés. Composition: 85% Polyamide - 15% Elasthane.";"12.00";1;"http://www.chantefeuille.fr/4294-6859-thickbox/maillot-de-bain-samantha-rouge.jpg"
1;"Maillots de bain";"leo-x006r-48";"Maillot de bain ""Samantha"" rouge";"rouge";"Maillot de bain bandeau ""Samantha"" rouge. Bandeau avec petite fleur agrémenté de perle, fine mousse cousu pour un bon maintien. Se noue dans le dos et tour de cou réglable et amovible. Culotte assorti, se noue sur les côtés. Composition: 85% Polyamide - 15% Elasthane.";"12.00";1;"http://www.chantefeuille.fr/4294-6859-thickbox/maillot-de-bain-samantha-rouge.jpg"
1;"Maillots de bain";"leo-x006f-42";"Maillot de bain ""Samantha"" fushia";"fushia";"Maillot de bain bandeau ""Samantha"" fushia. Bandeau avec petite fleur agrémenté de perle, fine mousse cousu pour un bon maintien. Se noue dans le dos et tour de cou réglable et amovible. Culotte assorti, se noue sur les côtés. Composition: 85% Polyamide - 15% Elasthane.";"12.00";2;"http://www.chantefeuille.fr/4295-6861-thickbox/maillot-de-bain-samantha-fushia.jpg"
1;"Maillots de bain";"leo-x006f-44";"Maillot de bain ""Samantha"" fushia";"fushia";"Maillot de bain bandeau ""Samantha"" fushia. Bandeau avec petite fleur agrémenté de perle, fine mousse cousu pour un bon maintien. Se noue dans le dos et tour de cou réglable et amovible. Culotte assorti, se noue sur les côtés. Composition: 85% Polyamide - 15% Elasthane.";"12.00";2;"http://www.chantefeuille.fr/4295-6861-thickbox/maillot-de-bain-samantha-fushia.jpg"
1;"Maillots de bain";"leo-x006f-46";"Maillot de bain ""Samantha"" fushia";"fushia";"Maillot de bain bandeau ""Samantha"" fushia. Bandeau avec petite fleur agrémenté de perle, fine mousse cousu pour un bon maintien. Se noue dans le dos et tour de cou réglable et amovible. Culotte assorti, se noue sur les côtés. Composition: 85% Polyamide - 15% Elasthane.";"12.00";2;"http://www.chantefeuille.fr/4295-6861-thickbox/maillot-de-bain-samantha-fushia.jpg"
1;"Maillots de bain";"leo-x006f-48";"Maillot de bain ""Samantha"" fushia";"fushia";"Maillot de bain bandeau ""Samantha"" fushia. Bandeau avec petite fleur agrémenté de perle, fine mousse cousu pour un bon maintien. Se noue dans le dos et tour de cou réglable et amovible. Culotte assorti, se noue sur les côtés. Composition: 85% Polyamide - 15% Elasthane.";"12.00";2;"http://www.chantefeuille.fr/4295-6861-thickbox/maillot-de-bain-samantha-fushia.jpg"
1;"Maillots de bain";"leo-x006b-42";"Maillot de bain ""Samantha"" bleu";"bleu";"Maillot de bain bandeau ""Samantha"" bleu. Bandeau avec petite fleur agrémenté de perle, fine mousse cousu pour un bon maintien. Se noue dans le dos et tour de cou réglable et amovible. Culotte assorti, se noue sur les côtés. Composition: 85% Polyamide - 15% Elasthane.";"12.00";2;"http://www.chantefeuille.fr/4296-6863-thickbox/maillot-de-bain-samantha-bleu.jpg"
