"active";"category_name";"reference";"name";"color";"description";"price";"quantity";"picture_link"
1;"Maillots de bain";"leo-x006b-44";"Maillot de bain ""Samantha"" bleu";"bleu";"Maillot de bain bandeau ""Samantha"" bleu. Bandeau avec petite fleur agrémenté de perle, fine mousse cousu pour un bon maintien. Se noue dans le dos et tour de cou réglable et amovible. Culotte assorti, se noue sur les côtés. Composition: 85% Polyamide - 15% Elasthane.";"12.00";1;"http://www.chantefeuille.fr/4296-6863-thickbox/maillot-de-bain-samantha-bleu.jpg"
1;"Maillots de bain";"leo-x006b-46";"Maillot de bain ""Samantha"" bleu";"bleu";"Maillot de bain bandeau ""Samantha"" bleu. Bandeau avec petite fleur agrémenté de perle, fine mousse cousu pour un bon maintien. Se noue dans le dos et tour de cou réglable et amovible. Culotte assorti, se noue sur les côtés. Composition: 85% Polyamide - 15% Elasthane.";"12.00";2;"http://www.chantefeuille.fr/4296-6863-thickbox/maillot-de-bain-samantha-bleu.jpg"
1;"Maillots de bain";"leo-x006b-48";"Maillot de bain ""Samantha"" bleu";"bleu";"Maillot de bain bandeau ""Samantha"" bleu. Bandeau avec petite fleur agrémenté de perle, fine mousse cousu pour un bon maintien. Se noue dans le dos et tour de cou réglable et amovible. Culotte assorti, se noue sur les côtés. Composition: 85% Polyamide - 15% Elasthane.";"12.00";1;"http://www.chantefeuille.fr/4296-6863-thickbox/maillot-de-bain-samantha-bleu.jpg"
1;"Maillots de bain";"leo-x006v-42";"Maillot de bain ""Samantha"" vert";"vert";"Maillot de bain bandeau ""Samantha"" vert. Bandeau avec petite fleur agrémenté de perle, fine mousse cousu pour un bon maintien. Se noue dans le dos et tour de cou réglable et amovible. Culotte assorti, se noue sur les côtés. Composition: 85% Polyamide - 15% Elasthane.";"12.00";2;"http://www.chantefeuille.fr/4297-6865-thickbox/maillot-de-bain-samantha-vert.jpg"
1;"Maillots de bain";"leo-x006v-44";"Maillot de bain ""Samantha"" vert";"vert";"Maillot de bain bandeau ""Samantha"" vert. Bandeau avec petite fleur agrémenté de perle, fine mousse cousu pour un bon maintien. Se noue dans le dos et tour de cou réglable et amovible. Culotte assorti, se noue sur les côtés. Composition: 85% Polyamide - 15% Elasthane.";"12.00";2;"http://www.chantefeuille.fr/4297-6865-thickbox/maillot-de-bain-samantha-vert.jpg"
1;"Maillots de bain";"leo-x006v-46";"Maillot de bain ""Samantha"" vert";"vert";"Maillot de bain bandeau ""Samantha"" vert. Bandeau avec petite fleur agrémenté de perle, fine mousse cousu pour un bon maintien. Se noue dans le dos et tour de cou réglable et amovible. Culotte assorti, se noue sur les côtés. Composition: 85% Polyamide - 15% Elasthane.";"12.00";2;"http://www.chantefeuille.fr/4297-6865-thickbox/maillot-de-bain-samantha-vert.jpg"
1;"Maillots de bain";"leo-x006v-48";"Maillot de bain ""Samantha"" vert";"vert";"Maillot de bain bandeau ""Samantha"" vert. Bandeau avec petite fleur agrémenté de perle, fine mousse cousu pour un bon maintien. Se noue dans le dos et tour de cou réglable et amovible. Culotte assorti, se noue sur les côtés. Composition: 85% Polyamide - 15% Elasthane.";"12.00";2;"http://www.chantefeuille.fr/4297-6865-thickbox/maillot-de-bain-samantha-vert.jpg"
1;"Maillots de bain";"leo-x007r-42";"Maillot de bain ""Elodie"" rouge";"rouge";"Maillot de bain bandeau ""Elodie"" rouge. Bandeau avec 2 rangées de frange, mousse amovible. Se noue dans le dos et tour de cou réglable et amovible. Culotte assorti. Composition: 85% Polyamide - 15% Elasthane.";"12.00";2;"http://www.chantefeuille.fr/4298-6867-thickbox/maillot-de-bain-elodie-rouge.jpg"
1;"Maillots de bain";"leo-x007r-44";"Maillot de bain ""Elodie"" rouge";"rouge";"Maillot de bain bandeau ""Elodie"" rouge. Bandeau avec 2 rangées de frange, mousse amovible. Se noue dans le dos et tour de cou réglable et amovible. Culotte assorti. Composition: 85% Polyamide - 15% Elasthane.";"12.00";2;"http://www.chantefeuille.fr/4298-6867-thickbox/maillot-de-bain-elodie-rouge.jpg"
1;"Maillots de bain";"leo-x007r-46";"Maillot de bain ""Elodie"" rouge";"rouge";"Maillot de bain bandeau ""Elodie"" rouge. Bandeau avec 2 rangées de frange, mousse amovible. Se noue dans le dos et tour de cou réglable et amovible. Culotte assorti. Composition: 85% Polyamide - 15% Elasthane.";"12.00";2;"http://www.chantefeuille.fr/4298-6867-thickbox/maillot-de-bain-elodie-rouge.jpg"
1;"Maillots de bain";"leo-x007r-48";"Maillot de bain ""Elodie"" rouge";"rouge";"Maillot de bain bandeau ""Elodie"" rouge. Bandeau avec 2 rangées de frange, mousse amovible. Se noue dans le dos et tour de cou réglable et amovible. Culotte assorti. Composition: 85% Polyamide - 15% Elasthane.";"12.00";2;"http://www.chantefeuille.fr/4298-6867-thickbox/maillot-de-bain-elodie-rouge.jpg"
1;"Maillots de bain";"leo-x007b-42";"Maillot de bain ""Elodie"" bleu";"bleu";"Maillot de bain bandeau ""Elodie"" bleu. Bandeau avec 2 rangées de frange, mousse amovible. Se noue dans le dos et tour de cou réglable et amovible. Culotte assorti. Composition: 85% Polyamide - 15% Elasthane.";"12.00";2;"http://www.chantefeuille.fr/4299-6869-thickbox/maillot-de-bain-elodie-bleu.jpg"
1;"Maillots de bain";"leo-x007b-44";"Maillot de bain ""Elodie"" bleu";"bleu";"Maillot de bain bandeau ""Elodie"" bleu. Bandeau avec 2 rangées de frange, mousse amovible. Se noue dans le dos et tour de cou réglable et amovible. Culotte assorti. Composition: 85% Polyamide - 15% Elasthane.";"12.00";2;"http://www.chantefeuille.fr/4299-6869-thickbox/maillot-de-bain-elodie-bleu.jpg"
1;"Maillots de bain";"leo-x007b-46";"Maillot de bain ""Elodie"" bleu";"bleu";"Maillot de bain bandeau ""Elodie"" bleu. Bandeau avec 2 rangées de frange, mousse amovible. Se noue dans le dos et tour de cou réglable et amovible. Culotte assorti. Composition: 85% Polyamide - 15% Elasthane.";"12.00";2;"http://www.chantefeuille.fr/4299-6869-thickbox/maillot-de-bain-elodie-bleu.jpg"
1;"Maillots de bain";"leo-x007b-48";"Maillot de bain ""Elodie"" bleu";"bleu";"Maillot de bain bandeau ""Elodie"" bleu. Bandeau avec 2 rangées de frange, mousse amovible. Se noue dans le dos et tour de cou réglable et amovible. Culotte assorti. Composition: 85% Polyamide - 15% Elasthane.";"12.00";2;"http://www.chantefeuille.fr/4299-6869-thickbox/maillot-de-bain-elodie-bleu.jpg"
1;"Maillots de bain";"leo-x007v-42";"Maillot de bain ""Elodie"" vert";"vert";"Maillot de bain bandeau ""Elodie"" vert. Bandeau avec 2 rangées de frange, mousse amovible. Se noue dans le dos et tour de cou réglable et amovible. Culotte assorti. Composition: 85% Polyamide - 15% Elasthane.";"12.00";2;"http://www.chantefeuille.fr/4300-6871-thickbox/maillot-de-bain-elodie-vert.jpg"
1;"Maillots de bain";"leo-x007v-44";"Maillot de bain ""Elodie"" vert";"vert";"Maillot de bain bandeau ""Elodie"" vert. Bandeau avec 2 rangées de frange, mousse amovible. Se noue dans le dos et tour de cou réglable et amovible. Culotte assorti. Composition: 85% Polyamide - 15% Elasthane.";"12.00";2;"http://www.chantefeuille.fr/4300-6871-thickbox/maillot-de-bain-elodie-vert.jpg"
1;"Maillots de bain";"leo-x007v-46";"Maillot de bain ""Elodie"" vert";"vert";"Maillot de bain bandeau ""Elodie"" vert. Bandeau avec 2 rangées de frange, mousse amovible. Se noue dans le dos et tour de cou réglable et amovible. Culotte assorti. Composition: 85% Polyamide - 15% Elasthane.";"12.00";2;"http://www.chantefeuille.fr/4300-6871-thickbox/maillot-de-bain-elodie-vert.jpg"
1;"Maillots de bain";"leo-x007v-48";"Maillot de bain ""Elodie"" vert";"vert";"Maillot de bain bandeau ""Elodie"" vert. Bandeau avec 2 rangées de frange, mousse amovible. Se noue dans le dos et tour de cou réglable et amovible. Culotte assorti. Composition: 85% Polyamide - 15% Elasthane.";"12.00";2;"http://www.chantefeuille.fr/4300-6871-thickbox/maillot-de-bain-elodie-vert.jpg"
1;"Maillots de bain";"leo-x007j-42";"Maillot de bain ""Elodie"" jaune";"jaune";"Maillot de bain bandeau ""Elodie"" jaune. Bandeau avec 2 rangées de frange, mousse amovible. Se noue dans le dos et tour de cou réglable et amovible. Culotte assorti. Composition: 85% Polyamide - 15% Elasthane.";"12.00";2;"http://www.chantefeuille.fr/4301-6873-thickbox/maillot-de-bain-elodie-jaune.jpg"
1;"Maillots de bain";"leo-x007j-44";"Maillot de bain ""Elodie"" jaune";"jaune";"Maillot de bain bandeau ""Elodie"" jaune. Bandeau avec 2 rangées de frange, mousse amovible. Se noue dans le dos et tour de cou réglable et amovible. Culotte assorti. Composition: 85% Polyamide - 15% Elasthane.";"12.00";2;"http://www.chantefeuille.fr/4301-6873-thickbox/maillot-de-bain-elodie-jaune.jpg"
1;"Maillots de bain";"leo-x007j-46";"Maillot de bain ""Elodie"" jaune";"jaune";"Maillot de bain bandeau ""Elodie"" jaune. Bandeau avec 2 rangées de frange, mousse amovible. Se noue dans le dos et tour de cou réglable et amovible. Culotte assorti. Composition: 85% Polyamide - 15% Elasthane.";"12.00";2;"http://www.chantefeuille.fr/4301-6873-thickbox/maillot-de-bain-elodie-jaune.jpg"
1;"Maillots de bain";"leo-x007j-48";"Maillot de bain ""Elodie"" jaune";"jaune";"Maillot de bain bandeau ""Elodie"" jaune. Bandeau avec 2 rangées de frange, mousse amovible. Se noue dans le dos et tour de cou réglable et amovible. Culotte assorti. Composition: 85% Polyamide - 15% Elasthane.";"12.00";2;"http://www.chantefeuille.fr/4301-6873-thickbox/maillot-de-bain-elodie-jaune.jpg"
1;"Maillots de bain";"dls125c-1/40";"Maillot de bain ""Dentelle"" corail";"corail";"Maillot de bain bandeau ""Dentelle"" corail. Maillot recouvert de dentelle. Rembourré avec coque non amovible, push up amovible. Se noue autour du cou et dans le dos. Culotte assorti, se noue sur les côtés. Composition: 82% Polyester - 18% Elasthane.";"12.00";5;"http://www.chantefeuille.fr/4320-6895-thickbox/maillot-de-bain-dentelle-corail.jpg"
1;"Maillots de bain";"dls125c-2/42";"Maillot de bain ""Dentelle"" corail";"corail";"Maillot de bain bandeau ""Dentelle"" corail. Maillot recouvert de dentelle. Rembourré avec coque non amovible, push up amovible. Se noue autour du cou et dans le dos. Culotte assorti, se noue sur les côtés. Composition: 82% Polyester - 18% Elasthane.";"12.00";5;"http://www.chantefeuille.fr/4320-6895-thickbox/maillot-de-bain-dentelle-corail.jpg"
1;"Maillots de bain";"dls125c-3/44";"Maillot de bain ""Dentelle"" corail";"corail";"Maillot de bain bandeau ""Dentelle"" corail. Maillot recouvert de dentelle. Rembourré avec coque non amovible, push up amovible. Se noue autour du cou et dans le dos. Culotte assorti, se noue sur les côtés. Composition: 82% Polyester - 18% Elasthane.";"12.00";5;"http://www.chantefeuille.fr/4320-6895-thickbox/maillot-de-bain-dentelle-corail.jpg"
1;"Maillots de bain";"dls125c-4/46";"Maillot de bain ""Dentelle"" corail";"corail";"Maillot de bain bandeau ""Dentelle"" corail. Maillot recouvert de dentelle. Rembourré avec coque non amovible, push up amovible. Se noue autour du cou et dans le dos. Culotte assorti, se noue sur les côtés. Composition: 82% Polyester - 18% Elasthane.";"12.00";5;"http://www.chantefeuille.fr/4320-6895-thickbox/maillot-de-bain-dentelle-corail.jpg"
1;"Maillots de bain";"dls125v-1/40";"Maillot de bain ""Dentelle"" vert";"vert";"Maillot de bain bandeau ""Dentelle"" vert. Maillot recouvert de dentelle. Rembourré avec coque non amovible, push up amovible. Se noue autour du cou et dans le dos. Culotte assorti, se noue sur les côtés. Composition: 82% Polyester - 18% Elasthane.";"12.00";5;"http://www.chantefeuille.fr/4321-6897-thickbox/maillot-de-bain-dentelle-vert.jpg"
1;"Maillots de bain";"dls125v-2/42";"Maillot de bain ""Dentelle"" vert";"vert";"Maillot de bain bandeau ""Dentelle"" vert. Maillot recouvert de dentelle. Rembourré avec coque non amovible, push up amovible. Se noue autour du cou et dans le dos. Culotte assorti, se noue sur les côtés. Composition: 82% Polyester - 18% Elasthane.";"12.00";5;"http://www.chantefeuille.fr/4321-6897-thickbox/maillot-de-bain-dentelle-vert.jpg"
1;"Maillots de bain";"dls125v-3/44";"Maillot de bain ""Dentelle"" vert";"vert";"Maillot de bain bandeau ""Dentelle"" vert. Maillot recouvert de dentelle. Rembourré avec coque non amovible, push up amovible. Se noue autour du cou et dans le dos. Culotte assorti, se noue sur les côtés. Composition: 82% Polyester - 18% Elasthane.";"12.00";5;"http://www.chantefeuille.fr/4321-6897-thickbox/maillot-de-bain-dentelle-vert.jpg"
1;"Maillots de bain";"dls125v-4/46";"Maillot de bain ""Dentelle"" vert";"vert";"Maillot de bain bandeau ""Dentelle"" vert. Maillot recouvert de dentelle. Rembourré avec coque non amovible, push up amovible. Se noue autour du cou et dans le dos. Culotte assorti, se noue sur les côtés. Composition: 82% Polyester - 18% Elasthane.";"12.00";5;"http://www.chantefeuille.fr/4321-6897-thickbox/maillot-de-bain-dentelle-vert.jpg"
1;"Maillots de bain";"dls125j-1/40";"Maillot de bain ""Dentelle"" jaune";"jaune";"Maillot de bain bandeau ""Dentelle"" jaune. Maillot recouvert de dentelle. Rembourré avec coque non amovible, push up amovible. Se noue autour du cou et dans le dos. Culotte assorti, se noue sur les côtés. Composition: 82% Polyester - 18% Elasthane.";"12.00";5;"http://www.chantefeuille.fr/4322-6899-thickbox/maillot-de-bain-dentelle-jaune.jpg"
1;"Maillots de bain";"dls125j-2/42";"Maillot de bain ""Dentelle"" jaune";"jaune";"Maillot de bain bandeau ""Dentelle"" jaune. Maillot recouvert de dentelle. Rembourré avec coque non amovible, push up amovible. Se noue autour du cou et dans le dos. Culotte assorti, se noue sur les côtés. Composition: 82% Polyester - 18% Elasthane.";"12.00";5;"http://www.chantefeuille.fr/4322-6899-thickbox/maillot-de-bain-dentelle-jaune.jpg"
1;"Maillots de bain";"dls125j-3/44";"Maillot de bain ""Dentelle"" jaune";"jaune";"Maillot de bain bandeau ""Dentelle"" jaune. Maillot recouvert de dentelle. Rembourré avec coque non amovible, push up amovible. Se noue autour du cou et dans le dos. Culotte assorti, se noue sur les côtés. Composition: 82% Polyester - 18% Elasthane.";"12.00";5;"http://www.chantefeuille.fr/4322-6899-thickbox/maillot-de-bain-dentelle-jaune.jpg"
1;"Maillots de bain";"dls125j-4/46";"Maillot de bain ""Dentelle"" jaune";"jaune";"Maillot de bain bandeau ""Dentelle"" jaune. Maillot recouvert de dentelle. Rembourré avec coque non amovible, push up amovible. Se noue autour du cou et dans le dos. Culotte assorti, se noue sur les côtés. Composition: 82% Polyester - 18% Elasthane.";"12.00";5;"http://www.chantefeuille.fr/4322-6899-thickbox/maillot-de-bain-dentelle-jaune.jpg"
1;"Maillots de bain";"dls125m-1/40";"Maillot de bain ""Dentelle"" mauve";"mauve";"Maillot de bain bandeau ""Dentelle"" mauve. Maillot recouvert de dentelle. Rembourré avec coque non amovible, push up amovible. Se noue autour du cou et dans le dos. Culotte assorti, se noue sur les côtés. Composition: 82% Polyester - 18% Elasthane.";"12.00";5;"http://www.chantefeuille.fr/4323-6901-thickbox/maillot-de-bain-dentelle-mauve.jpg"
1;"Maillots de bain";"dls125m-2/42";"Maillot de bain ""Dentelle"" mauve";"mauve";"Maillot de bain bandeau ""Dentelle"" mauve. Maillot recouvert de dentelle. Rembourré avec coque non amovible, push up amovible. Se noue autour du cou et dans le dos. Culotte assorti, se noue sur les côtés. Composition: 82% Polyester - 18% Elasthane.";"12.00";5;"http://www.chantefeuille.fr/4323-6901-thickbox/maillot-de-bain-dentelle-mauve.jpg"
1;"Maillots de bain";"dls125m-3/44";"Maillot de bain ""Dentelle"" mauve";"mauve";"Maillot de bain bandeau ""Dentelle"" mauve. Maillot recouvert de dentelle. Rembourré avec coque non amovible, push up amovible. Se noue autour du cou et dans le dos. Culotte assorti, se noue sur les côtés. Composition: 82% Polyester - 18% Elasthane.";"12.00";5;"http://www.chantefeuille.fr/4323-6901-thickbox/maillot-de-bain-dentelle-mauve.jpg"
1;"Maillots de bain";"dls125m-4/46";"Maillot de bain ""Dentelle"" mauve";"mauve";"Maillot de bain bandeau ""Dentelle"" mauve. Maillot recouvert de dentelle. Rembourré avec coque non amovible, push up amovible. Se noue autour du cou et dans le dos. Culotte assorti, se noue sur les côtés. Composition: 82% Polyester - 18% Elasthane.";"12.00";5;"http://www.chantefeuille.fr/4323-6901-thickbox/maillot-de-bain-dentelle-mauve.jpg"
1;"Maillots de bain";"dls125o-1/40";"Maillot de bain ""Dentelle"" orange";"orange";"Maillot de bain bandeau ""Dentelle"" orange. Maillot recouvert de dentelle. Rembourré avec coque non amovible, push up amovible. Se noue autour du cou et dans le dos. Culotte assorti, se noue sur les côtés. Composition: 82% Polyester - 18% Elasthane.";"12.00";5;"http://www.chantefeuille.fr/4324-6903-thickbox/maillot-de-bain-dentelle-orange.jpg"
1;"Maillots de bain";"dls125o-2/42";"Maillot de bain ""Dentelle"" orange";"orange";"Maillot de bain bandeau ""Dentelle"" orange. Maillot recouvert de dentelle. Rembourré avec coque non amovible, push up amovible. Se noue autour du cou et dans le dos. Culotte assorti, se noue sur les côtés. Composition: 82% Polyester - 18% Elasthane.";"12.00";5;"http://www.chantefeuille.fr/4324-6903-thickbox/maillot-de-bain-dentelle-orange.jpg"
1;"Maillots de bain";"dls125o-3/44";"Maillot de bain ""Dentelle"" orange";"orange";"Maillot de bain bandeau ""Dentelle"" orange. Maillot recouvert de dentelle. Rembourré avec coque non amovible, push up amovible. Se noue autour du cou et dans le dos. Culotte assorti, se noue sur les côtés. Composition: 82% Polyester - 18% Elasthane.";"12.00";5;"http://www.chantefeuille.fr/4324-6903-thickbox/maillot-de-bain-dentelle-orange.jpg"
1;"Maillots de bain";"dls125o-4/46";"Maillot de bain ""Dentelle"" orange";"orange";"Maillot de bain bandeau ""Dentelle"" orange. Maillot recouvert de dentelle. Rembourré avec coque non amovible, push up amovible. Se noue autour du cou et dans le dos. Culotte assorti, se noue sur les côtés. Composition: 82% Polyester - 18% Elasthane.";"12.00";5;"http://www.chantefeuille.fr/4324-6903-thickbox/maillot-de-bain-dentelle-orange.jpg"
1;"Maillots de bain";"dls156v-1/40";"Maillot de bain ""Donna"" vert";"vert";"Maillot de bain bandeau ""Donna"" vert. Maillot recouvert de tissu imprimé multicolore. Rembourré avec coque non amovible, push up amovible. Se noue autour du cou et dans le dos. Culotte assorti, se noue sur les côtés. Composition: 82% Polyester - 18% Elasthane.";"12.00";5;"http://www.chantefeuille.fr/4325-6905-thickbox/maillot-de-bain-donna-vert.jpg"
1;"Maillots de bain";"dls156v-2/42";"Maillot de bain ""Donna"" vert";"vert";"Maillot de bain bandeau ""Donna"" vert. Maillot recouvert de tissu imprimé multicolore. Rembourré avec coque non amovible, push up amovible. Se noue autour du cou et dans le dos. Culotte assorti, se noue sur les côtés. Composition: 82% Polyester - 18% Elasthane.";"12.00";5;"http://www.chantefeuille.fr/4325-6905-thickbox/maillot-de-bain-donna-vert.jpg"
1;"Maillots de bain";"dls156v-3/44";"Maillot de bain ""Donna"" vert";"vert";"Maillot de bain bandeau ""Donna"" vert. Maillot recouvert de tissu imprimé multicolore. Rembourré avec coque non amovible, push up amovible. Se noue autour du cou et dans le dos. Culotte assorti, se noue sur les côtés. Composition: 82% Polyester - 18% Elasthane.";"12.00";5;"http://www.chantefeuille.fr/4325-6905-thickbox/maillot-de-bain-donna-vert.jpg"
1;"Maillots de bain";"dls156v-4/46";"Maillot de bain ""Donna"" vert";"vert";"Maillot de bain bandeau ""Donna"" vert. Maillot recouvert de tissu imprimé multicolore. Rembourré avec coque non amovible, push up amovible. Se noue autour du cou et dans le dos. Culotte assorti, se noue sur les côtés. Composition: 82% Polyester - 18% Elasthane.";"12.00";5;"http://www.chantefeuille.fr/4325-6905-thickbox/maillot-de-bain-donna-vert.jpg"
1;"Maillots de bain";"dls156r-1/40";"Maillot de bain ""Donna"" rose";"rose";"Maillot de bain bandeau ""Donna"" rose. Maillot recouvert de tissu imprimé multicolore. Rembourré avec coque non amovible, push up amovible. Se noue autour du cou et dans le dos. Culotte assorti, se noue sur les côtés. Composition: 82% Polyester - 18% Elasthane.";"12.00";4;"http://www.chantefeuille.fr/4326-6906-thickbox/maillot-de-bain-donna-rose.jpg"
1;"Maillots de bain";"dls156r-2/42";"Maillot de bain ""Donna"" rose";"rose";"Maillot de bain bandeau ""Donna"" rose. Maillot recouvert de tissu imprimé multicolore. Rembourré avec coque non amovible, push up amovible. Se noue autour du cou et dans le dos. Culotte assorti, se noue sur les côtés. Composition: 82% Polyester - 18% Elasthane.";"12.00";4;"http://www.chantefeuille.fr/4326-6906-thickbox/maillot-de-bain-donna-rose.jpg"
1;"Maillots de bain";"dls156r-3/44";"Maillot de bain ""Donna"" rose";"rose";"Maillot de bain bandeau ""Donna"" rose. Maillot recouvert de tissu imprimé multicolore. Rembourré avec coque non amovible, push up amovible. Se noue autour du cou et dans le dos. Culotte assorti, se noue sur les côtés. Composition: 82% Polyester - 18% Elasthane.";"12.00";5;"http://www.chantefeuille.fr/4326-6906-thickbox/maillot-de-bain-donna-rose.jpg"
1;"Maillots de bain";"dls156r-4/46";"Maillot de bain ""Donna"" rose";"rose";"Maillot de bain bandeau ""Donna"" rose. Maillot recouvert de tissu imprimé multicolore. Rembourré avec coque non amovible, push up amovible. Se noue autour du cou et dans le dos. Culotte assorti, se noue sur les côtés. Composition: 82% Polyester - 18% Elasthane.";"12.00";5;"http://www.chantefeuille.fr/4326-6906-thickbox/maillot-de-bain-donna-rose.jpg"
1;"Maillots de bain";"dls156o-1/40";"Maillot de bain ""Donna"" orange";"orange";"Maillot de bain bandeau ""Donna"" orange. Maillot recouvert de tissu imprimé multicolore. Rembourré avec coque non amovible, push up amovible. Se noue autour du cou et dans le dos. Culotte assorti, se noue sur les côtés. Composition: 82% Polyester - 18% Elasthane.";"12.00";5;"http://www.chantefeuille.fr/4327-6907-thickbox/maillot-de-bain-donna-orange.jpg"
1;"Maillots de bain";"dls156o-2/42";"Maillot de bain ""Donna"" orange";"orange";"Maillot de bain bandeau ""Donna"" orange. Maillot recouvert de tissu imprimé multicolore. Rembourré avec coque non amovible, push up amovible. Se noue autour du cou et dans le dos. Culotte assorti, se noue sur les côtés. Composition: 82% Polyester - 18% Elasthane.";"12.00";5;"http://www.chantefeuille.fr/4327-6907-thickbox/maillot-de-bain-donna-orange.jpg"
1;"Maillots de bain";"dls156o-3/44";"Maillot de bain ""Donna"" orange";"orange";"Maillot de bain bandeau ""Donna"" orange. Maillot recouvert de tissu imprimé multicolore. Rembourré avec coque non amovible, push up amovible. Se noue autour du cou et dans le dos. Culotte assorti, se noue sur les côtés. Composition: 82% Polyester - 18% Elasthane.";"12.00";5;"http://www.chantefeuille.fr/4327-6907-thickbox/maillot-de-bain-donna-orange.jpg"
1;"Maillots de bain";"dls156o-4/46";"Maillot de bain ""Donna"" orange";"orange";"Maillot de bain bandeau ""Donna"" orange. Maillot recouvert de tissu imprimé multicolore. Rembourré avec coque non amovible, push up amovible. Se noue autour du cou et dans le dos. Culotte assorti, se noue sur les côtés. Composition: 82% Polyester - 18% Elasthane.";"12.00";5;"http://www.chantefeuille.fr/4327-6907-thickbox/maillot-de-bain-donna-orange.jpg"
1;"Maillots de bain";"dls132c-1/40";"Maillot de bain ""Tricolore"" corail";"corail";"Maillot de bain bandeau ""Tricolore"" corail. Maillot imprimé tricolore dégrader. Rembourré avec coque non amovible, push up amovible. Se noue autour du cou et dans le dos. Culotte assorti, se noue sur les côtés. Composition: 82% Polyester - 18% Elasthane.";"12.00";5;"http://www.chantefeuille.fr/4328-6908-thickbox/maillot-de-bain-tricolore-corail.jpg"
1;"Maillots de bain";"dls132c-2/42";"Maillot de bain ""Tricolore"" corail";"corail";"Maillot de bain bandeau ""Tricolore"" corail. Maillot imprimé tricolore dégrader. Rembourré avec coque non amovible, push up amovible. Se noue autour du cou et dans le dos. Culotte assorti, se noue sur les côtés. Composition: 82% Polyester - 18% Elasthane.";"12.00";4;"http://www.chantefeuille.fr/4328-6908-thickbox/maillot-de-bain-tricolore-corail.jpg"
1;"Maillots de bain";"dls132c-3/44";"Maillot de bain ""Tricolore"" corail";"corail";"Maillot de bain bandeau ""Tricolore"" corail. Maillot imprimé tricolore dégrader. Rembourré avec coque non amovible, push up amovible. Se noue autour du cou et dans le dos. Culotte assorti, se noue sur les côtés. Composition: 82% Polyester - 18% Elasthane.";"12.00";5;"http://www.chantefeuille.fr/4328-6908-thickbox/maillot-de-bain-tricolore-corail.jpg"
1;"Maillots de bain";"dls132c-4/46";"Maillot de bain ""Tricolore"" corail";"corail";"Maillot de bain bandeau ""Tricolore"" corail. Maillot imprimé tricolore dégrader. Rembourré avec coque non amovible, push up amovible. Se noue autour du cou et dans le dos. Culotte assorti, se noue sur les côtés. Composition: 82% Polyester - 18% Elasthane.";"12.00";5;"http://www.chantefeuille.fr/4328-6908-thickbox/maillot-de-bain-tricolore-corail.jpg"
1;"Maillots de bain";"dls132v-1/40";"Maillot de bain ""Tricolore"" vert";"vert";"Maillot de bain bandeau ""Tricolore"" corail. Maillot imprimé tricolore dégrader. Rembourré avec coque non amovible, push up amovible. Se noue autour du cou et dans le dos. Culotte assorti, se noue sur les côtés. Composition: 82% Polyester - 18% Elasthane.";"12.00";5;"http://www.chantefeuille.fr/4329-6910-thickbox/maillot-de-bain-tricolore-vert.jpg"
1;"Maillots de bain";"dls132v-2/42";"Maillot de bain ""Tricolore"" vert";"vert";"Maillot de bain bandeau ""Tricolore"" corail. Maillot imprimé tricolore dégrader. Rembourré avec coque non amovible, push up amovible. Se noue autour du cou et dans le dos. Culotte assorti, se noue sur les côtés. Composition: 82% Polyester - 18% Elasthane.";"12.00";5;"http://www.chantefeuille.fr/4329-6910-thickbox/maillot-de-bain-tricolore-vert.jpg"
1;"Maillots de bain";"dls132v-3/44";"Maillot de bain ""Tricolore"" vert";"vert";"Maillot de bain bandeau ""Tricolore"" corail. Maillot imprimé tricolore dégrader. Rembourré avec coque non amovible, push up amovible. Se noue autour du cou et dans le dos. Culotte assorti, se noue sur les côtés. Composition: 82% Polyester - 18% Elasthane.";"12.00";5;"http://www.chantefeuille.fr/4329-6910-thickbox/maillot-de-bain-tricolore-vert.jpg"
1;"Maillots de bain";"dls132v-4/46";"Maillot de bain ""Tricolore"" vert";"vert";"Maillot de bain bandeau ""Tricolore"" corail. Maillot imprimé tricolore dégrader. Rembourré avec coque non amovible, push up amovible. Se noue autour du cou et dans le dos. Culotte assorti, se noue sur les côtés. Composition: 82% Polyester - 18% Elasthane.";"12.00";5;"http://www.chantefeuille.fr/4329-6910-thickbox/maillot-de-bain-tricolore-vert.jpg"
1;"Maillots de bain";"dls132b-1/40";"Maillot de bain ""Tricolore"" bleu";"bleu";"Maillot de bain bandeau ""Tricolore"" corail. Maillot imprimé tricolore dégrader. Rembourré avec coque non amovible, push up amovible. Se noue autour du cou et dans le dos. Culotte assorti, se noue sur les côtés. Composition: 82% Polyester - 18% Elasthane.";"12.00";4;"http://www.chantefeuille.fr/4330-6912-thickbox/maillot-de-bain-tricolore-bleu.jpg"
1;"Maillots de bain";"dls132b-2/42";"Maillot de bain ""Tricolore"" bleu";"bleu";"Maillot de bain bandeau ""Tricolore"" corail. Maillot imprimé tricolore dégrader. Rembourré avec coque non amovible, push up amovible. Se noue autour du cou et dans le dos. Culotte assorti, se noue sur les côtés. Composition: 82% Polyester - 18% Elasthane.";"12.00";5;"http://www.chantefeuille.fr/4330-6912-thickbox/maillot-de-bain-tricolore-bleu.jpg"
